"","x"
"4237","mexican"
"4238","indian"
"4239","italian"
"4240","italian"
"4241","mexican"
"4242","mexican"
"4243","italian"
"4244","italian"
"4245","indian"
"4246","indian"
"4247","japanese"
"4248","southern_us"
"4249","italian"
"4250","italian"
"4251","italian"
"4252","greek"
"4253","greek"
"4254","russian"
"4255","italian"
"4256","filipino"
"4257","moroccan"
"4258","mexican"
"4259","italian"
"4260","mexican"
"4261","italian"
"4262","chinese"
"4263","italian"
"4264","italian"
"4265","japanese"
"4266","russian"
"4267","japanese"
"4268","thai"
"4269","french"
"4270","mexican"
"4271","mexican"
"4272","italian"
"4273","mexican"
"4274","indian"
"4275","vietnamese"
"4276","greek"
"4277","italian"
"4278","indian"
"4279","mexican"
"4280","italian"
"4281","french"
"4282","moroccan"
"4283","italian"
"4284","italian"
"4285","mexican"
"4286","mexican"
"4287","thai"
"4288","mexican"
"4289","cajun_creole"
"4290","cajun_creole"
"4291","italian"
"4292","cajun_creole"
"4293","italian"
"4294","indian"
"4295","cajun_creole"
"4296","indian"
"4297","italian"
"4298","italian"
"4299","italian"
"4300","indian"
"4301","mexican"
"4302","italian"
"4303","chinese"
"4304","japanese"
"4305","mexican"
"4306","italian"
"4307","cajun_creole"
"4308","mexican"
"4309","chinese"
"4310","greek"
"4311","indian"
"4312","korean"
"4313","korean"
"4314","italian"
"4315","japanese"
"4316","korean"
"4317","italian"
"4318","filipino"
"4319","chinese"
"4320","mexican"
"4321","italian"
"4322","italian"
"4323","mexican"
"4324","italian"
"4325","indian"
"4326","italian"
"4327","mexican"
"4328","chinese"
"4329","cajun_creole"
"4330","mexican"
"4331","french"
"4332","mexican"
"4333","chinese"
"4334","italian"
"4335","chinese"
"4336","southern_us"
"4337","mexican"
"4338","mexican"
"4339","thai"
"4340","mexican"
"4341","mexican"
"4342","southern_us"
"4343","indian"
"4344","mexican"
"4345","korean"
"4346","thai"
"4347","southern_us"
"4348","greek"
"4349","mexican"
"4350","indian"
"4351","thai"
"4352","japanese"
"4353","indian"
"4354","chinese"
"4355","greek"
"4356","southern_us"
"4357","indian"
"4358","indian"
"4359","indian"
"4360","indian"
"4361","italian"
"4362","chinese"
"4363","mexican"
"4364","greek"
"4365","chinese"
"4366","mexican"
"4367","moroccan"
"4368","french"
"4369","mexican"
"4370","chinese"
"4371","chinese"
"4372","cajun_creole"
"4373","japanese"
"4374","mexican"
"4375","chinese"
"4376","indian"
"4377","indian"
"4378","southern_us"
"4379","italian"
"4380","southern_us"
"4381","italian"
"4382","korean"
"4383","italian"
"4384","french"
"4385","indian"
"4386","mexican"
"4387","chinese"
"4388","chinese"
"4389","italian"
"4390","italian"
"4391","southern_us"
"4392","mexican"
"4393","italian"
"4394","mexican"
"4395","british"
"4396","chinese"
"4397","japanese"
"4398","indian"
"4399","thai"
"4400","southern_us"
"4401","french"
"4402","cajun_creole"
"4403","chinese"
"4404","italian"
"4405","indian"
"4406","thai"
"4407","italian"
"4408","vietnamese"
"4409","indian"
"4410","southern_us"
"4411","thai"
"4412","indian"
"4413","chinese"
"4414","thai"
"4415","mexican"
"4416","mexican"
"4417","mexican"
"4418","italian"
"4419","indian"
"4420","mexican"
"4421","italian"
"4422","korean"
"4423","japanese"
"4424","mexican"
"4425","chinese"
"4426","british"
"4427","indian"
"4428","italian"
"4429","mexican"
"4430","french"
"4431","chinese"
"4432","mexican"
"4433","brazilian"
"4434","italian"
"4435","mexican"
"4436","southern_us"
"4437","brazilian"
"4438","cajun_creole"
"4439","thai"
"4440","italian"
"4441","chinese"
"4442","french"
"4443","mexican"
"4444","korean"
"4445","vietnamese"
"4446","italian"
"4447","cajun_creole"
"4448","italian"
"4449","indian"
"4450","greek"
"4451","mexican"
"4452","italian"
"4453","french"
"4454","mexican"
"4455","vietnamese"
"4456","indian"
"4457","jamaican"
"4458","mexican"
"4459","spanish"
"4460","indian"
"4461","italian"
"4462","mexican"
"4463","mexican"
"4464","indian"
"4465","italian"
"4466","mexican"
"4467","japanese"
"4468","southern_us"
"4469","mexican"
"4470","indian"
"4471","spanish"
"4472","mexican"
"4473","indian"
"4474","british"
"4475","mexican"
"4476","italian"
"4477","moroccan"
"4478","moroccan"
"4479","japanese"
"4480","italian"
"4481","indian"
"4482","southern_us"
"4483","indian"
"4484","italian"
"4485","southern_us"
"4486","japanese"
"4487","thai"
"4488","italian"
"4489","mexican"
"4490","indian"
"4491","french"
"4492","chinese"
"4493","korean"
"4494","mexican"
"4495","italian"
"4496","korean"
"4497","mexican"
"4498","thai"
"4499","italian"
"4500","indian"
"4501","vietnamese"
"4502","greek"
"4503","chinese"
"4504","vietnamese"
"4505","mexican"
"4506","italian"
"4507","italian"
"4508","brazilian"
"4509","mexican"
"4510","mexican"
"4511","japanese"
"4512","southern_us"
"4513","japanese"
"4514","italian"
"4515","japanese"
"4516","chinese"
"4517","italian"
"4518","vietnamese"
"4519","italian"
"4520","japanese"
"4521","japanese"
"4522","irish"
"4523","british"
"4524","italian"
"4525","filipino"
"4526","mexican"
"4527","cajun_creole"
"4528","japanese"
"4529","chinese"
"4530","mexican"
"4531","moroccan"
"4532","mexican"
"4533","southern_us"
"4534","southern_us"
"4535","mexican"
"4536","southern_us"
"4537","mexican"
"4538","italian"
"4539","cajun_creole"
"4540","southern_us"
"4541","mexican"
"4542","indian"
"4543","mexican"
"4544","chinese"
"4545","indian"
"4546","vietnamese"
"4547","italian"
"4548","italian"
"4549","japanese"
"4550","chinese"
"4551","italian"
"4552","japanese"
"4553","italian"
"4554","italian"
"4555","mexican"
"4556","japanese"
"4557","italian"
"4558","japanese"
"4559","moroccan"
"4560","chinese"
"4561","italian"
"4562","italian"
"4563","thai"
"4564","mexican"
"4565","indian"
"4566","italian"
"4567","cajun_creole"
"4568","italian"
"4569","italian"
"4570","southern_us"
"4571","mexican"
"4572","indian"
"4573","italian"
"4574","thai"
"4575","korean"
"4576","thai"
"4577","italian"
"4578","southern_us"
"4579","indian"
"4580","moroccan"
"4581","thai"
"4582","mexican"
"4583","indian"
"4584","french"
"4585","chinese"
"4586","chinese"
"4587","mexican"
"4588","vietnamese"
"4589","filipino"
"4590","cajun_creole"
"4591","mexican"
"4592","cajun_creole"
"4593","italian"
"4594","indian"
"4595","italian"
"4596","southern_us"
"4597","mexican"
"4598","jamaican"
"4599","british"
"4600","mexican"
"4601","mexican"
"4602","indian"
"4603","spanish"
"4604","chinese"
"4605","greek"
"4606","mexican"
"4607","thai"
"4608","thai"
"4609","chinese"
"4610","thai"
"4611","indian"
"4612","cajun_creole"
"4613","southern_us"
"4614","italian"
"4615","cajun_creole"
"4616","mexican"
"4617","chinese"
"4618","southern_us"
"4619","greek"
"4620","chinese"
"4621","indian"
"4622","thai"
"4623","indian"
"4624","mexican"
"4625","mexican"
"4626","italian"
"4627","russian"
"4628","italian"
"4629","indian"
"4630","chinese"
"4631","italian"
"4632","thai"
"4633","mexican"
"4634","thai"
"4635","mexican"
"4636","italian"
"4637","mexican"
"4638","indian"
"4639","indian"
"4640","italian"
"4641","french"
"4642","italian"
"4643","thai"
"4644","korean"
"4645","korean"
"4646","indian"
"4647","indian"
"4648","thai"
"4649","italian"
"4650","french"
"4651","mexican"
"4652","mexican"
"4653","mexican"
"4654","mexican"
"4655","filipino"
"4656","mexican"
"4657","vietnamese"
"4658","chinese"
"4659","italian"
"4660","southern_us"
"4661","mexican"
"4662","mexican"
"4663","indian"
"4664","italian"
"4665","japanese"
"4666","thai"
"4667","italian"
"4668","mexican"
"4669","mexican"
"4670","chinese"
"4671","greek"
"4672","indian"
"4673","italian"
"4674","italian"
"4675","mexican"
"4676","southern_us"
"4677","italian"
"4678","greek"
"4679","irish"
"4680","thai"
"4681","thai"
"4682","chinese"
"4683","mexican"
"4684","greek"
"4685","greek"
"4686","thai"
"4687","southern_us"
"4688","korean"
"4689","italian"
"4690","vietnamese"
"4691","vietnamese"
"4692","cajun_creole"
"4693","italian"
"4694","mexican"
"4695","italian"
"4696","italian"
"4697","mexican"
"4698","mexican"
"4699","mexican"
"4700","chinese"
"4701","mexican"
"4702","cajun_creole"
"4703","thai"
"4704","thai"
"4705","korean"
"4706","thai"
"4707","indian"
"4708","french"
"4709","italian"
"4710","chinese"
"4711","chinese"
"4712","indian"
"4713","chinese"
"4714","mexican"
"4715","thai"
"4716","mexican"
"4717","chinese"
"4718","mexican"
"4719","thai"
"4720","french"
"4721","spanish"
"4722","mexican"
"4723","spanish"
"4724","southern_us"
"4725","mexican"
"4726","japanese"
"4727","mexican"
"4728","southern_us"
"4729","italian"
"4730","mexican"
"4731","italian"
"4732","southern_us"
"4733","mexican"
"4734","mexican"
"4735","mexican"
"4736","mexican"
"4737","chinese"
"4738","italian"
"4739","thai"
"4740","chinese"
"4741","mexican"
"4742","mexican"
"4743","mexican"
"4744","chinese"
"4745","chinese"
"4746","mexican"
"4747","italian"
"4748","italian"
"4749","chinese"
"4750","mexican"
"4751","mexican"
"4752","italian"
"4753","italian"
"4754","spanish"
"4755","mexican"
"4756","italian"
"4757","mexican"
"4758","indian"
"4759","chinese"
"4760","indian"
"4761","thai"
"4762","italian"
"4763","thai"
"4764","chinese"
"4765","italian"
"4766","indian"
"4767","chinese"
"4768","italian"
"4769","korean"
"4770","italian"
"4771","italian"
"4772","italian"
"4773","italian"
"4774","southern_us"
"4775","chinese"
"4776","chinese"
"4777","indian"
"4778","mexican"
"4779","mexican"
"4780","vietnamese"
"4781","southern_us"
"4782","italian"
"4783","korean"
"4784","mexican"
"4785","thai"
"4786","mexican"
"4787","greek"
"4788","indian"
"4789","mexican"
"4790","italian"
"4791","chinese"
"4792","greek"
"4793","thai"
"4794","chinese"
"4795","mexican"
"4796","spanish"
"4797","chinese"
"4798","thai"
"4799","southern_us"
"4800","chinese"
"4801","mexican"
"4802","japanese"
"4803","italian"
"4804","indian"
"4805","mexican"
"4806","mexican"
"4807","irish"
"4808","french"
"4809","indian"
"4810","mexican"
"4811","cajun_creole"
"4812","thai"
"4813","italian"
"4814","mexican"
"4815","japanese"
"4816","southern_us"
"4817","mexican"
"4818","mexican"
"4819","mexican"
"4820","japanese"
"4821","thai"
"4822","indian"
"4823","mexican"
"4824","spanish"
"4825","japanese"
"4826","filipino"
"4827","chinese"
"4828","italian"
"4829","italian"
"4830","italian"
"4831","thai"
"4832","indian"
"4833","spanish"
"4834","indian"
"4835","southern_us"
"4836","southern_us"
"4837","italian"
"4838","russian"
"4839","chinese"
"4840","italian"
"4841","chinese"
"4842","indian"
"4843","mexican"
"4844","mexican"
"4845","japanese"
"4846","greek"
"4847","chinese"
"4848","korean"
"4849","thai"
"4850","mexican"
"4851","japanese"
"4852","korean"
"4853","indian"
"4854","mexican"
"4855","japanese"
"4856","japanese"
"4857","vietnamese"
"4858","italian"
"4859","southern_us"
"4860","thai"
"4861","indian"
"4862","mexican"
"4863","thai"
"4864","japanese"
"4865","mexican"
"4866","indian"
"4867","mexican"
"4868","chinese"
"4869","southern_us"
"4870","moroccan"
"4871","brazilian"
"4872","mexican"
"4873","japanese"
"4874","southern_us"
"4875","greek"
"4876","chinese"
"4877","vietnamese"
"4878","mexican"
"4879","mexican"
"4880","mexican"
"4881","greek"
"4882","mexican"
"4883","italian"
"4884","italian"
"4885","chinese"
"4886","indian"
"4887","mexican"
"4888","mexican"
"4889","mexican"
"4890","thai"
"4891","mexican"
"4892","vietnamese"
"4893","southern_us"
"4894","greek"
"4895","jamaican"
"4896","japanese"
"4897","italian"
"4898","thai"
"4899","mexican"
"4900","indian"
"4901","mexican"
"4902","mexican"
"4903","indian"
"4904","italian"
"4905","italian"
"4906","italian"
"4907","southern_us"
"4908","jamaican"
"4909","mexican"
"4910","japanese"
"4911","thai"
"4912","thai"
"4913","italian"
"4914","chinese"
"4915","mexican"
"4916","greek"
"4917","southern_us"
"4918","indian"
"4919","korean"
"4920","mexican"
"4921","southern_us"
"4922","indian"
"4923","jamaican"
"4924","chinese"
"4925","cajun_creole"
"4926","korean"
"4927","vietnamese"
"4928","italian"
"4929","mexican"
"4930","italian"
"4931","italian"
"4932","southern_us"
"4933","italian"
"4934","indian"
"4935","thai"
"4936","korean"
"4937","mexican"
"4938","thai"
"4939","italian"
"4940","mexican"
"4941","mexican"
"4942","italian"
"4943","italian"
"4944","korean"
"4945","indian"
"4946","thai"
"4947","greek"
"4948","southern_us"
"4949","mexican"
"4950","moroccan"
"4951","mexican"
"4952","thai"
"4953","thai"
"4954","mexican"
"4955","italian"
"4956","chinese"
"4957","thai"
"4958","chinese"
"4959","southern_us"
"4960","italian"
"4961","greek"
"4962","vietnamese"
"4963","indian"
"4964","mexican"
"4965","mexican"
"4966","mexican"
"4967","italian"
"4968","southern_us"
"4969","italian"
"4970","indian"
"4971","chinese"
"4972","italian"
"4973","thai"
"4974","spanish"
"4975","korean"
"4976","chinese"
"4977","italian"
"4978","italian"
"4979","mexican"
"4980","southern_us"
"4981","mexican"
"4982","mexican"
"4983","russian"
"4984","italian"
"4985","chinese"
"4986","greek"
"4987","thai"
"4988","cajun_creole"
"4989","indian"
"4990","filipino"
"4991","indian"
"4992","mexican"
"4993","indian"
"4994","french"
"4995","italian"
"4996","italian"
"4997","mexican"
"4998","italian"
"4999","moroccan"
"5000","mexican"
"5001","indian"
"5002","mexican"
"5003","indian"
"5004","cajun_creole"
"5005","cajun_creole"
"5006","italian"
"5007","cajun_creole"
"5008","southern_us"
"5009","korean"
"5010","mexican"
"5011","mexican"
"5012","mexican"
"5013","mexican"
"5014","mexican"
"5015","southern_us"
"5016","italian"
"5017","italian"
"5018","british"
"5019","mexican"
"5020","greek"
"5021","vietnamese"
"5022","italian"
"5023","italian"
"5024","thai"
"5025","italian"
"5026","vietnamese"
"5027","vietnamese"
"5028","italian"
"5029","mexican"
"5030","mexican"
"5031","italian"
"5032","brazilian"
"5033","indian"
"5034","italian"
"5035","italian"
"5036","filipino"
"5037","korean"
"5038","mexican"
"5039","greek"
"5040","indian"
"5041","thai"
"5042","mexican"
"5043","mexican"
"5044","italian"
"5045","mexican"
"5046","mexican"
"5047","italian"
"5048","italian"
"5049","french"
"5050","italian"
"5051","vietnamese"
"5052","french"
"5053","french"
"5054","mexican"
"5055","mexican"
"5056","italian"
"5057","korean"
"5058","thai"
"5059","korean"
"5060","korean"
"5061","filipino"
"5062","chinese"
"5063","korean"
"5064","indian"
"5065","indian"
"5066","mexican"
"5067","italian"
"5068","mexican"
"5069","french"
"5070","mexican"
"5071","mexican"
"5072","thai"
"5073","thai"
"5074","italian"
"5075","mexican"
"5076","italian"
"5077","mexican"
"5078","jamaican"
"5079","indian"
"5080","indian"
"5081","thai"
"5082","greek"
"5083","italian"
"5084","southern_us"
"5085","japanese"
"5086","vietnamese"
"5087","mexican"
"5088","mexican"
"5089","mexican"
"5090","chinese"
"5091","jamaican"
"5092","japanese"
"5093","mexican"
"5094","indian"
"5095","cajun_creole"
"5096","japanese"
"5097","italian"
"5098","vietnamese"
"5099","southern_us"
"5100","indian"
"5101","mexican"
"5102","mexican"
"5103","british"
"5104","thai"
"5105","thai"
"5106","mexican"
"5107","indian"
"5108","italian"
"5109","mexican"
"5110","mexican"
"5111","brazilian"
"5112","greek"
"5113","thai"
"5114","italian"
"5115","mexican"
"5116","mexican"
"5117","mexican"
"5118","indian"
"5119","italian"
"5120","vietnamese"
"5121","mexican"
"5122","mexican"
"5123","brazilian"
"5124","thai"
"5125","chinese"
"5126","mexican"
"5127","vietnamese"
"5128","mexican"
"5129","mexican"
"5130","italian"
"5131","filipino"
"5132","chinese"
"5133","mexican"
"5134","indian"
"5135","italian"
"5136","cajun_creole"
"5137","italian"
"5138","italian"
"5139","filipino"
"5140","chinese"
"5141","indian"
"5142","thai"
"5143","italian"
"5144","italian"
"5145","mexican"
"5146","mexican"
"5147","southern_us"
"5148","british"
"5149","cajun_creole"
"5150","mexican"
"5151","thai"
"5152","italian"
"5153","italian"
"5154","chinese"
"5155","mexican"
"5156","italian"
"5157","mexican"
"5158","indian"
"5159","indian"
"5160","thai"
"5161","mexican"
"5162","italian"
"5163","southern_us"
"5164","thai"
"5165","korean"
"5166","mexican"
"5167","mexican"
"5168","italian"
"5169","korean"
"5170","italian"
"5171","mexican"
"5172","indian"
"5173","filipino"
"5174","japanese"
"5175","korean"
"5176","italian"
"5177","southern_us"
"5178","cajun_creole"
"5179","french"
"5180","japanese"
"5181","southern_us"
"5182","chinese"
"5183","italian"
"5184","southern_us"
"5185","moroccan"
"5186","chinese"
"5187","korean"
"5188","italian"
"5189","mexican"
"5190","mexican"
"5191","thai"
"5192","japanese"
"5193","italian"
"5194","indian"
"5195","vietnamese"
"5196","italian"
"5197","mexican"
"5198","chinese"
"5199","mexican"
"5200","vietnamese"
"5201","jamaican"
"5202","french"
"5203","southern_us"
"5204","mexican"
"5205","indian"
"5206","italian"
"5207","russian"
"5208","greek"
"5209","japanese"
"5210","indian"
"5211","irish"
"5212","chinese"
"5213","indian"
"5214","chinese"
"5215","greek"
"5216","chinese"
"5217","italian"
"5218","italian"
"5219","chinese"
"5220","mexican"
"5221","indian"
"5222","italian"
"5223","indian"
"5224","thai"
"5225","mexican"
"5226","japanese"
"5227","italian"
"5228","mexican"
"5229","indian"
"5230","cajun_creole"
"5231","mexican"
"5232","indian"
"5233","italian"
"5234","cajun_creole"
"5235","chinese"
"5236","chinese"
"5237","mexican"
"5238","southern_us"
"5239","french"
"5240","italian"
"5241","italian"
"5242","chinese"
"5243","japanese"
"5244","greek"
"5245","italian"
"5246","italian"
"5247","spanish"
"5248","chinese"
"5249","mexican"
"5250","mexican"
"5251","japanese"
"5252","southern_us"
"5253","indian"
"5254","italian"
"5255","italian"
"5256","mexican"
"5257","mexican"
"5258","mexican"
"5259","moroccan"
"5260","mexican"
"5261","japanese"
"5262","vietnamese"
"5263","greek"
"5264","indian"
"5265","thai"
"5266","mexican"
"5267","mexican"
"5268","italian"
"5269","italian"
"5270","cajun_creole"
"5271","thai"
"5272","french"
"5273","mexican"
"5274","chinese"
"5275","italian"
"5276","greek"
"5277","indian"
"5278","greek"
"5279","mexican"
"5280","chinese"
"5281","southern_us"
"5282","korean"
"5283","mexican"
"5284","thai"
"5285","southern_us"
"5286","moroccan"
"5287","italian"
"5288","mexican"
"5289","japanese"
"5290","mexican"
"5291","mexican"
"5292","italian"
"5293","italian"
"5294","moroccan"
"5295","thai"
"5296","japanese"
"5297","chinese"
"5298","mexican"
"5299","italian"
"5300","italian"
"5301","indian"
"5302","indian"
"5303","thai"
"5304","italian"
"5305","mexican"
"5306","irish"
"5307","indian"
"5308","moroccan"
"5309","indian"
"5310","brazilian"
"5311","mexican"
"5312","italian"
"5313","vietnamese"
"5314","mexican"
"5315","japanese"
"5316","mexican"
"5317","mexican"
"5318","mexican"
"5319","spanish"
"5320","mexican"
"5321","chinese"
"5322","indian"
"5323","indian"
"5324","korean"
"5325","italian"
"5326","italian"
"5327","mexican"
"5328","italian"
"5329","italian"
"5330","moroccan"
"5331","korean"
"5332","italian"
"5333","mexican"
"5334","italian"
"5335","indian"
"5336","mexican"
"5337","greek"
"5338","greek"
"5339","italian"
"5340","mexican"
"5341","french"
"5342","southern_us"
"5343","vietnamese"
"5344","mexican"
"5345","greek"
"5346","japanese"
"5347","italian"
"5348","indian"
"5349","mexican"
"5350","mexican"
"5351","japanese"
"5352","italian"
"5353","japanese"
"5354","italian"
"5355","southern_us"
"5356","spanish"
"5357","mexican"
"5358","thai"
"5359","moroccan"
"5360","chinese"
"5361","jamaican"
"5362","mexican"
"5363","italian"
"5364","mexican"
"5365","vietnamese"
"5366","mexican"
"5367","vietnamese"
"5368","chinese"
"5369","italian"
"5370","korean"
"5371","jamaican"
"5372","italian"
"5373","mexican"
"5374","italian"
"5375","brazilian"
"5376","mexican"
"5377","japanese"
"5378","mexican"
"5379","mexican"
"5380","italian"
"5381","mexican"
"5382","indian"
"5383","italian"
"5384","japanese"
"5385","chinese"
"5386","thai"
"5387","thai"
"5388","mexican"
"5389","french"
"5390","mexican"
"5391","mexican"
"5392","indian"
"5393","mexican"
"5394","french"
"5395","mexican"
"5396","indian"
"5397","mexican"
"5398","indian"
"5399","indian"
"5400","southern_us"
"5401","thai"
"5402","french"
"5403","italian"
"5404","italian"
"5405","mexican"
"5406","chinese"
"5407","mexican"
"5408","mexican"
"5409","mexican"
"5410","italian"
"5411","italian"
"5412","mexican"
"5413","indian"
"5414","mexican"
"5415","chinese"
"5416","italian"
"5417","moroccan"
"5418","japanese"
"5419","mexican"
"5420","southern_us"
"5421","mexican"
"5422","mexican"
"5423","thai"
"5424","french"
"5425","mexican"
"5426","indian"
"5427","mexican"
"5428","french"
"5429","indian"
"5430","mexican"
"5431","italian"
"5432","southern_us"
"5433","indian"
"5434","thai"
"5435","southern_us"
"5436","chinese"
"5437","indian"
"5438","italian"
"5439","indian"
"5440","japanese"
"5441","chinese"
"5442","italian"
"5443","italian"
"5444","cajun_creole"
"5445","italian"
"5446","japanese"
"5447","mexican"
"5448","mexican"
"5449","jamaican"
"5450","filipino"
"5451","indian"
"5452","mexican"
"5453","indian"
"5454","moroccan"
"5455","french"
"5456","mexican"
"5457","italian"
"5458","mexican"
"5459","moroccan"
"5460","chinese"
"5461","japanese"
"5462","italian"
"5463","indian"
"5464","mexican"
"5465","mexican"
"5466","mexican"
"5467","italian"
"5468","italian"
"5469","italian"
"5470","southern_us"
"5471","indian"
"5472","mexican"
"5473","mexican"
"5474","mexican"
"5475","italian"
"5476","indian"
"5477","mexican"
"5478","italian"
"5479","chinese"
"5480","greek"
"5481","indian"
"5482","indian"
"5483","mexican"
"5484","spanish"
"5485","southern_us"
"5486","italian"
"5487","mexican"
"5488","indian"
"5489","italian"
"5490","brazilian"
"5491","indian"
"5492","moroccan"
"5493","mexican"
"5494","mexican"
"5495","mexican"
"5496","indian"
"5497","mexican"
"5498","vietnamese"
"5499","italian"
"5500","southern_us"
"5501","italian"
"5502","korean"
"5503","mexican"
"5504","mexican"
"5505","greek"
"5506","italian"
"5507","mexican"
"5508","indian"
"5509","indian"
"5510","italian"
"5511","korean"
"5512","italian"
"5513","cajun_creole"
"5514","japanese"
"5515","cajun_creole"
"5516","southern_us"
"5517","moroccan"
"5518","mexican"
"5519","french"
"5520","mexican"
"5521","chinese"
"5522","indian"
"5523","southern_us"
"5524","greek"
"5525","southern_us"
"5526","chinese"
"5527","mexican"
"5528","italian"
"5529","southern_us"
"5530","cajun_creole"
"5531","italian"
"5532","spanish"
"5533","mexican"
"5534","mexican"
"5535","indian"
"5536","mexican"
"5537","italian"
"5538","greek"
"5539","mexican"
"5540","mexican"
"5541","mexican"
"5542","japanese"
"5543","indian"
"5544","mexican"
"5545","spanish"
"5546","indian"
"5547","southern_us"
"5548","indian"
"5549","southern_us"
"5550","southern_us"
"5551","greek"
"5552","italian"
"5553","chinese"
"5554","southern_us"
"5555","greek"
"5556","italian"
"5557","italian"
"5558","moroccan"
"5559","mexican"
"5560","moroccan"
"5561","greek"
"5562","russian"
"5563","italian"
"5564","indian"
"5565","chinese"
"5566","italian"
"5567","mexican"
"5568","vietnamese"
"5569","vietnamese"
"5570","italian"
"5571","indian"
"5572","mexican"
"5573","japanese"
"5574","thai"
"5575","italian"
"5576","moroccan"
"5577","southern_us"
"5578","mexican"
"5579","indian"
"5580","mexican"
"5581","korean"
"5582","irish"
"5583","italian"
"5584","indian"
"5585","italian"
"5586","mexican"
"5587","italian"
"5588","mexican"
"5589","italian"
"5590","korean"
"5591","mexican"
"5592","italian"
"5593","mexican"
"5594","chinese"
"5595","indian"
"5596","southern_us"
"5597","italian"
"5598","mexican"
"5599","mexican"
"5600","japanese"
"5601","southern_us"
"5602","mexican"
"5603","mexican"
"5604","korean"
"5605","thai"
"5606","korean"
"5607","cajun_creole"
"5608","mexican"
"5609","greek"
"5610","greek"
"5611","greek"
"5612","cajun_creole"
"5613","thai"
"5614","italian"
"5615","french"
"5616","southern_us"
"5617","vietnamese"
"5618","mexican"
"5619","japanese"
"5620","mexican"
"5621","southern_us"
"5622","mexican"
"5623","chinese"
"5624","italian"
"5625","mexican"
"5626","italian"
"5627","japanese"
"5628","thai"
"5629","italian"
"5630","filipino"
"5631","italian"
"5632","japanese"
"5633","mexican"
"5634","indian"
"5635","jamaican"
"5636","brazilian"
"5637","thai"
"5638","indian"
"5639","italian"
"5640","italian"
"5641","italian"
"5642","brazilian"
"5643","japanese"
"5644","indian"
"5645","greek"
"5646","chinese"
"5647","indian"
"5648","japanese"
"5649","cajun_creole"
"5650","mexican"
"5651","mexican"
"5652","thai"
"5653","mexican"
"5654","indian"
"5655","vietnamese"
"5656","chinese"
"5657","mexican"
"5658","italian"
"5659","japanese"
"5660","mexican"
"5661","indian"
"5662","mexican"
"5663","cajun_creole"
"5664","italian"
"5665","italian"
"5666","mexican"
"5667","italian"
"5668","italian"
"5669","moroccan"
"5670","mexican"
"5671","italian"
"5672","vietnamese"
"5673","italian"
"5674","mexican"
"5675","indian"
"5676","italian"
"5677","chinese"
"5678","mexican"
"5679","greek"
"5680","italian"
"5681","mexican"
"5682","japanese"
"5683","british"
"5684","italian"
"5685","korean"
"5686","chinese"
"5687","italian"
"5688","greek"
"5689","italian"
"5690","indian"
"5691","chinese"
"5692","greek"
"5693","japanese"
"5694","chinese"
"5695","italian"
"5696","italian"
"5697","italian"
"5698","cajun_creole"
"5699","southern_us"
"5700","mexican"
"5701","mexican"
"5702","italian"
"5703","indian"
"5704","thai"
"5705","southern_us"
"5706","italian"
"5707","british"
"5708","mexican"
"5709","italian"
"5710","cajun_creole"
"5711","indian"
"5712","vietnamese"
"5713","thai"
"5714","moroccan"
"5715","mexican"
"5716","japanese"
"5717","mexican"
"5718","italian"
"5719","french"
"5720","mexican"
"5721","italian"
"5722","moroccan"
"5723","cajun_creole"
"5724","italian"
"5725","italian"
"5726","mexican"
"5727","cajun_creole"
"5728","greek"
"5729","southern_us"
"5730","italian"
"5731","chinese"
"5732","spanish"
"5733","japanese"
"5734","moroccan"
"5735","mexican"
"5736","chinese"
"5737","italian"
"5738","greek"
"5739","thai"
"5740","italian"
"5741","french"
"5742","greek"
"5743","indian"
"5744","mexican"
"5745","chinese"
"5746","mexican"
"5747","italian"
"5748","southern_us"
"5749","french"
"5750","korean"
"5751","italian"
"5752","indian"
"5753","italian"
"5754","moroccan"
"5755","chinese"
"5756","italian"
"5757","mexican"
"5758","chinese"
"5759","indian"
"5760","italian"
"5761","italian"
"5762","brazilian"
"5763","italian"
"5764","thai"
"5765","indian"
"5766","southern_us"
"5767","indian"
"5768","cajun_creole"
"5769","mexican"
"5770","indian"
"5771","mexican"
"5772","cajun_creole"
"5773","vietnamese"
"5774","japanese"
"5775","indian"
"5776","japanese"
"5777","mexican"
"5778","southern_us"
"5779","french"
"5780","southern_us"
"5781","southern_us"
"5782","italian"
"5783","mexican"
"5784","moroccan"
"5785","mexican"
"5786","italian"
"5787","spanish"
"5788","italian"
"5789","thai"
"5790","indian"
"5791","italian"
"5792","indian"
"5793","cajun_creole"
"5794","italian"
"5795","italian"
"5796","mexican"
"5797","southern_us"
"5798","french"
"5799","mexican"
"5800","japanese"
"5801","greek"
"5802","japanese"
"5803","italian"
"5804","mexican"
"5805","spanish"
"5806","mexican"
"5807","indian"
"5808","japanese"
"5809","chinese"
"5810","italian"
"5811","cajun_creole"
"5812","mexican"
"5813","chinese"
"5814","southern_us"
"5815","indian"
"5816","italian"
"5817","mexican"
"5818","mexican"
"5819","jamaican"
"5820","indian"
"5821","indian"
"5822","mexican"
"5823","mexican"
"5824","southern_us"
"5825","italian"
"5826","greek"
"5827","southern_us"
"5828","mexican"
"5829","italian"
"5830","indian"
"5831","filipino"
"5832","italian"
"5833","mexican"
"5834","british"
"5835","southern_us"
"5836","italian"
"5837","moroccan"
